airbnb_listing_id,ad_name,listing_type,number_of_bedrooms,number_of_bathrooms,number_of_guests,suburb,suburb_key,latitude_analitica,longitude_analitica,star_rating,number_of_reviews,cleaning_fee,is_superhost,is_professional,observacoes_preco,datas_validas,primeira_data_estadia,ultima_data_estadia,diaria_mediana_anunciada,diaria_media_anunciada,diaria_minima_anunciada,diaria_maxima_anunciada,diaria_desvio_padrao,capturas_medias_por_data,capturas_maximas_por_data,antecedencia_mediana_dias,diaria_p25_anunciada,diaria_p75_anunciada,diaria_mediana_dia_util,diaria_mediana_fim_semana,observacoes_fim_semana_percentual,diaria_iqr,dias_intervalo_observado,cobertura_intervalo_percentual,tem_preco_valido,amostra_elegivel_7_datas,amostra_elegivel_14_datas,amostra_elegivel_30_datas,amostra_preco_elegivel
41478160,Apartamento em meia praia itapema,apartamento,2,2.0,6,Meia Praia,meiapraia,-27.132890701293945,-48.60046005249024,5.0,7,200.0,False,False,29,29,2025-01-27,2025-03-05,400.0,488.51724137931035,400.0,600.0,100.11872262813613,1.0,1.0,29.42980324074074,400.0,600.0,400.0,500.0,27.586206896551722,200.0,38.0,76.31578947368422,True,True,True,False,True
41493414,Apto Temporada Meia Praia Itapema SC,apartamento,3,4.0,8,Meia Praia,meiapraia,-27.12524,-48.6067,0.0,0,0.0,False,,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41493620,"Apto 50 m da Praia, terraço linda vista pro mar",apartamento,2,2.0,4,Meia Praia,meiapraia,-27.13692,-48.59443,5.0,7,300.0,False,False,98,98,2025-01-13,2025-04-20,750.0,771.6635112244898,750.0,850.0,37.92504437471752,2.6122448979591835,3.0,40.917858796296294,750.0,759.2143,750.0,750.0,28.57142857142857,9.21429999999998,98.0,100.0,True,True,True,True,True
41495109,Aconchegante Apartamento Quadra Mar de Meia Praia,apartamento,3,1.0,7,Meia Praia,meiapraia,-27.14205,-48.59131,5.0,1,200.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41496656,Casa de Praia Itapema!,casa,2,1.0,5,Ilhota,ilhota,-27.05897,-48.60395,1.0,1,0.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41532894,"FRENTE MAR, lateral, 3 quartos, Meia Praia,Itapema",apartamento,3,2.0,10,Meia Praia,meiapraia,-27.12496,-48.60491,4.820000171661377,119,300.0,True,False,61,61,2025-01-22,2025-04-11,791.5,761.9497278688525,350.0,1247.0,261.9620659438201,2.8524590163934427,3.0,31.419456018518517,768.4,820.0,780.8,805.75,29.508196721311474,51.60000000000002,80.0,76.25,True,True,True,True,True
41533462,"QUADRA MAR, 3 quartos, Meia Praia, Itapema",apartamento,3,3.0,10,Meia Praia,meiapraia,-27.13227,-48.59856,4.789999961853027,82,300.0,True,False,71,71,2025-01-12,2025-04-07,750.0,620.4507042253521,300.0,1000.0,212.13558930433388,1.0,1.0,54.43201388888889,430.0,750.0,750.0,750.0,29.577464788732392,320.0,86.0,82.55813953488372,True,True,True,True,True
41548025,Alugo apartamento em Itapema Meia Praia..,apartamento,3,2.0,8,Meia Praia,meiapraia,-27.13357,-48.6038,0.0,0,0.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41551599,Apartamento de frente para o mar,apartamento,2,2.0,7,Morretes,morretes,-27.116519928,-48.6085090637,0.0,0,0.0,False,,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
41556526,Apto itapema excelente localização 600m da praia,apartamento,0,2.0,5,Tabuleiro dos Oliveiras,tabuleirodosoliveiras,-27.10773,-48.6165,4.849999904632568,13,150.0,False,False,0,0,,,,,,,,,,,,,,,,,,,False,False,False,False,False
