airbnb_listing_id,diaria_mediana_anunciada,datas_validas,cenario,ocupacao_assumida,dias_ano,natureza,noites_ocupadas_assumidas,potencial_bruto_anualizado
1082746592587689161,390.0,44,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,78292.5
1082746592587689161,390.0,44,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,99645.0
1083196219974177016,315.0,57,conservador,0.4,365,hipotese_de_sensibilidade,146.0,45990.0
1083196219974177016,315.0,57,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,63236.25
1083196219974177016,315.0,57,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,80482.5
1083301106167776779,430.0,30,conservador,0.4,365,hipotese_de_sensibilidade,146.0,62780.0
1083301106167776779,430.0,30,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,86322.5
1083301106167776779,430.0,30,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,109865.0
1083424325445690046,550.0,54,conservador,0.4,365,hipotese_de_sensibilidade,146.0,80300.0
1083424325445690046,550.0,54,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,110412.5
1083424325445690046,550.0,54,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,140525.0
1083633025910461931,310.0,46,conservador,0.4,365,hipotese_de_sensibilidade,146.0,45260.0
1083633025910461931,310.0,46,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,62232.5
1083633025910461931,310.0,46,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,79205.0
1084601543056055517,1400.0,63,conservador,0.4,365,hipotese_de_sensibilidade,146.0,204400.0
1084601543056055517,1400.0,63,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,281050.0
1084601543056055517,1400.0,63,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,357700.0
1085437829031467755,583.3333,45,conservador,0.4,365,hipotese_de_sensibilidade,146.0,85166.66
1085437829031467755,583.3333,45,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,117104.16
1085437829031467755,583.3333,45,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,149041.66
1086855144095843601,490.0,68,conservador,0.4,365,hipotese_de_sensibilidade,146.0,71540.0
1086855144095843601,490.0,68,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,98367.5
1086855144095843601,490.0,68,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,125195.0
1088251024341369589,600.0,14,conservador,0.4,365,hipotese_de_sensibilidade,146.0,87600.0
1088251024341369589,600.0,14,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,120450.0
1088251024341369589,600.0,14,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,153300.0
1091408953130822622,280.0,48,conservador,0.4,365,hipotese_de_sensibilidade,146.0,40880.0
1091408953130822622,280.0,48,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,56210.0
1091408953130822622,280.0,48,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,71540.0
10982940,1800.0,75,conservador,0.4,365,hipotese_de_sensibilidade,146.0,262800.0
10982940,1800.0,75,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,361350.0
10982940,1800.0,75,otimista,0.7,365,hipotese_de_sensibilidade,255.49999999999997,459900.0
1100720037663116812,842.0,66,conservador,0.4,365,hipotese_de_sensibilidade,146.0,122932.0
1100720037663116812,842.0,66,base,0.55,365,hipotese_de_sensibilidade,200.75000000000003,169031.5
