dimensao,categoria,anuncios_totais,anuncios_elegiveis,diaria_mediana_anunciada,diaria_p25_anunciada,diaria_p75_anunciada,premio_fim_semana_mediano_percentual,cobertura_elegivel_percentual,potencial_bruto_anualizado_base,status_amostra,ranking,periodo_estadias,unidade_diaria,fonte,corte_datas,tratamento_extremos
perfil_combinado,apartamento | 1 quarto(s) | 3–4 hóspede(s),158,65,480.0,372.0,524.3333,1.3752455795677854,41.139240506329116,96360.00000000001,ranqueavel,5,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 7+ hóspede(s),143,31,464.16666,312.5,546.5,0.0,21.678321678321677,93181.45699500002,ranqueavel,6,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 5–6 hóspede(s),907,241,450.0,360.0,598.0,0.0,26.57111356119074,90337.50000000001,ranqueavel,7,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 1–2 hóspede(s),53,34,385.0,372.0,444.25,4.420319264069262,64.15094339622641,77288.75,ranqueavel,8,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 4+ quarto(s) | 7+ hóspede(s),61,18,1325.0,1000.0,1700.0,0.0,29.508196721311474,265993.75,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 3 quarto(s) | 7+ hóspede(s),121,10,500.0,460.0,700.0,0.0,8.264462809917356,100375.00000000001,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 1–2 hóspede(s),40,13,370.0,200.0,400.0,0.0,32.5,74277.5,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 1–2 hóspede(s),147,14,165.0,150.0,217.5,0.0,9.523809523809524,33123.75,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 4+ quarto(s) | 5–6 hóspede(s),4,1,5500.0,5500.0,5500.0,0.0,25.0,1104125.0,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 5–6 hóspede(s),12,1,793.0,793.0,793.0,0.0,8.333333333333332,159194.75,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 5–6 hóspede(s),15,5,588.16665,400.0,662.875,-1.9422968131246443,33.33333333333333,118074.45498750001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 7+ hóspede(s),12,2,490.4,410.6,570.2,0.0,16.666666666666664,98447.8,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 3 quarto(s) | 5–6 hóspede(s),24,2,490.0,435.0,545.0,2.083333333333337,8.333333333333332,98367.50000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 3–4 hóspede(s),10,4,435.0,362.5,505.0,-0.16393442622950616,40.0,87326.25,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 7+ hóspede(s),37,7,406.0,355.5,473.0,0.0,18.91891891891892,81504.5,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 5–6 hóspede(s),13,2,369.0,283.5,454.5,0.0,15.384615384615385,74076.75,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 3–4 hóspede(s),62,1,330.0,330.0,330.0,0.0,1.6129032258064515,66247.5,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 3–4 hóspede(s),31,3,299.0,299.0,299.5,0.0,9.67741935483871,60024.25000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 5–6 hóspede(s),65,6,275.0,250.0,450.0,0.0,9.230769230769232,55206.25000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 3–4 hóspede(s),34,4,197.5,192.5,350.0,0.0,11.76470588235294,39648.125,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 1–2 hóspede(s),1,1,150.0,150.0,150.0,0.0,100.0,30112.500000000004,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 2 quarto(s) | 1–2 hóspede(s),6,1,100.0,100.0,100.0,0.0,16.666666666666664,20075.0,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 1–2 hóspede(s),3,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 7+ hóspede(s),7,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 3 quarto(s) | 1–2 hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 3 quarto(s) | 3–4 hóspede(s),11,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,apartamento | 4+ quarto(s) | 1–2 hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 0 (studio) quarto(s) | 1–2 hóspede(s),3,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 0 (studio) quarto(s) | 3–4 hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 0 (studio) quarto(s) | 5–6 hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 0 (studio) quarto(s) | 7+ hóspede(s),4,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 7+ hóspede(s),4,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 1–2 hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,casa | 3 quarto(s) | 3–4 hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 0 (studio) quarto(s) | 1–2 hóspede(s),5,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 0 (studio) quarto(s) | 3–4 hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 0 (studio) quarto(s) | 7+ hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 5–6 hóspede(s),14,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 7+ hóspede(s),3,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 2 quarto(s) | 3–4 hóspede(s),8,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 2 quarto(s) | 5–6 hóspede(s),17,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 2 quarto(s) | 7+ hóspede(s),4,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 3 quarto(s) | 1–2 hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 3 quarto(s) | 3–4 hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 3 quarto(s) | 5–6 hóspede(s),4,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 3 quarto(s) | 7+ hóspede(s),10,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 4+ quarto(s) | 1–2 hóspede(s),1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
perfil_combinado,outros | 4+ quarto(s) | 7+ hóspede(s),2,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,meiapraia,2860,607,589.0,424.5,800.0,0.0,21.223776223776227,118241.75000000001,ranqueavel,1,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,centro,657,200,508.75,383.75,713.5,0.0,30.441400304414003,102131.56250000001,ranqueavel,2,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,morretes,441,77,470.0,350.0,600.0,0.0,17.46031746031746,94352.50000000001,ranqueavel,3,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,tabuleirodosoliveiras,129,19,550.0,398.0,667.0,0.0,14.728682170542637,110412.50000000001,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,ilhota,56,10,495.0,350.0,588.75,0.0,17.857142857142858,99371.25000000001,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,casabranca,88,14,349.5,301.5,392.5,0.0,15.909090909090908,70162.125,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,ausente,5,3,709.0,649.5,754.5,0.0,60.0,142331.75,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,cantodapraia,28,8,599.75,508.25,794.75,2.083333333333337,28.57142857142857,120399.81250000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,areal,5,1,556.0,556.0,556.0,0.0,20.0,111617.00000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,sertaozinho,21,6,500.0,401.75,1363.4375,0.0,28.57142857142857,100375.00000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,varzea,43,4,442.5,176.0,900.0,0.0,9.30232558139535,88831.875,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,sertaodotrombudo,22,3,390.0,380.0,695.0,2.265372168284796,13.636363636363635,78292.5,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,altosaobento,62,5,280.0,199.0,400.0,0.0,8.064516129032258,56210.00000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,jardimpraiamar,5,1,200.0,200.0,200.0,0.0,20.0,40150.0,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,leopoldozarling,18,1,200.0,200.0,200.0,0.0,5.555555555555555,40150.0,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
bairro,lameiro,1,0,,,,,0.0,,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",14,amostra_completa
tipo_anuncio,apartamento,3710,783,561.0,412.5,751.5,0.0,21.10512129380054,112620.75000000001,ranqueavel,1,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
tipo_anuncio,casa,443,60,500.0,349.25,1000.0,0.0,13.544018058690746,100375.00000000001,ranqueavel,2,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
tipo_anuncio,outros,288,16,165.0,150.0,235.0,0.0,5.555555555555555,33123.75,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
numero_quartos,4+,432,77,1100.0,850.0,1700.0,0.0,17.824074074074073,220825.00000000003,ranqueavel,1,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
numero_quartos,3,1922,337,680.0,500.0,842.0,0.0,17.53381893860562,136510.0,ranqueavel,2,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
numero_quartos,2,1482,305,458.0,350.0,598.0,0.0,20.58029689608637,91943.50000000001,ranqueavel,3,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
numero_quartos,1,549,132,393.0,317.0,510.75,0.0,24.043715846994534,78894.75,ranqueavel,4,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
numero_quartos,0 (studio),56,8,435.0,325.6,542.5,0.0,14.285714285714285,87326.25,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
capacidade_hospedes,7+,2000,349,702.0,500.0,946.0,0.0,17.45,140926.5,ranqueavel,1,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
capacidade_hospedes,5–6,1595,327,540.0,400.0,692.875,0.0,20.50156739811912,108405.00000000001,ranqueavel,2,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
capacidade_hospedes,3–4,581,120,490.0,350.0,560.25,0.0,20.65404475043029,98367.50000000001,ranqueavel,3,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
capacidade_hospedes,1–2,265,63,372.0,196.5,427.0,0.0,23.77358490566038,74679.0,ranqueavel,4,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 4+ quarto(s) | 7+ hóspede(s),363,59,1000.0,810.0,1589.0,0.0,16.2534435261708,200750.00000000003,ranqueavel,1,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 3 quarto(s) | 7+ hóspede(s),1228,227,695.0,500.0,850.0,0.0,18.485342019543975,139521.25,ranqueavel,2,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 3 quarto(s) | 5–6 hóspede(s),518,100,675.0,524.5,822.75,0.0,19.305019305019304,135506.25,ranqueavel,3,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 3–4 hóspede(s),261,48,500.0,389.1875,595.5,0.0,18.39080459770115,100375.00000000001,ranqueavel,4,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 3–4 hóspede(s),158,60,490.0,377.5,539.875,2.777777777777779,37.9746835443038,98367.50000000001,ranqueavel,5,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 7+ hóspede(s),143,29,464.16666,315.0,518.0,0.0,20.27972027972028,93181.45699500002,ranqueavel,6,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 2 quarto(s) | 5–6 hóspede(s),907,211,450.0,372.5,600.0,0.0,23.26350606394708,90337.50000000001,ranqueavel,7,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 1–2 hóspede(s),53,34,385.0,372.0,444.25,4.420319264069262,64.15094339622641,77288.75,ranqueavel,8,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 4+ quarto(s) | 7+ hóspede(s),61,17,1350.0,1000.0,1700.0,0.0,27.86885245901639,271012.5,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 1–2 hóspede(s),40,13,370.0,200.0,400.0,0.0,32.5,74277.5,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 1–2 hóspede(s),147,14,165.0,150.0,217.5,0.0,9.523809523809524,33123.75,exploratorio,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 4+ quarto(s) | 5–6 hóspede(s),4,1,5500.0,5500.0,5500.0,0.0,25.0,1104125.0,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 5–6 hóspede(s),12,1,793.0,793.0,793.0,0.0,8.333333333333332,159194.75,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 1 quarto(s) | 5–6 hóspede(s),15,5,588.16665,400.0,662.875,-1.9422968131246443,33.33333333333333,118074.45498750001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 3 quarto(s) | 7+ hóspede(s),121,8,500.0,480.0,725.0,0.0,6.6115702479338845,100375.00000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 7+ hóspede(s),12,2,490.4,410.6,570.2,0.0,16.666666666666664,98447.8,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 3 quarto(s) | 5–6 hóspede(s),24,2,490.0,435.0,545.0,2.083333333333337,8.333333333333332,98367.50000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 3–4 hóspede(s),10,4,435.0,362.5,505.0,-0.16393442622950616,40.0,87326.25,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 7+ hóspede(s),37,7,406.0,355.5,473.0,0.0,18.91891891891892,81504.5,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,apartamento | 0 (studio) quarto(s) | 5–6 hóspede(s),13,2,369.0,283.5,454.5,0.0,15.384615384615385,74076.75,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,outros | 1 quarto(s) | 3–4 hóspede(s),62,1,330.0,330.0,330.0,0.0,1.6129032258064515,66247.5,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 5–6 hóspede(s),65,5,300.0,250.0,500.0,0.0,7.6923076923076925,60225.00000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 2 quarto(s) | 3–4 hóspede(s),31,3,299.0,299.0,299.5,0.0,9.67741935483871,60024.25000000001,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
perfil_combinado,casa | 1 quarto(s) | 3–4 hóspede(s),34,4,197.5,192.5,350.0,0.0,11.76470588235294,39648.125,nao_ranqueavel,,2025-01-07 a 2025-04-20,R$ por noite anunciada,"Airbnb, preços anunciados; capturas de 2025-01-06 a 2025-01-20",30,amostra_completa
