segmento,rotulo,corte_datas,tratamento_extremos,metrica_diaria,metrica_compra,cenario_ocupacao,ocupacao_assumida,anuncios_airbnb,anuncios_vivareal,diaria_usada,preco_compra_usado,retorno_bruto_indicativo_percentual,comparavel_ranqueavel,ranking_no_cenario
centro_studio,Centro | studio,7,completa,p25,p25,conservador,0.4,0,0,,,,False,
outros_compactos,Outros bairros | studio/1 quarto,7,diagnostico_p1_p99,p75,mediana,base,0.55,36,141,518.25,750000.0,13.871825000000001,True,1
outros_compactos,Outros bairros | studio/1 quarto,7,diagnostico_p1_p99,p75,mediana,otimista,0.7,36,141,518.25,750000.0,17.65505,True,1
outros_compactos,Outros bairros | studio/1 quarto,7,diagnostico_p1_p99,p75,p75,conservador,0.4,36,141,518.25,890000.0,8.501629213483145,True,1
outros_compactos,Outros bairros | studio/1 quarto,7,diagnostico_p1_p99,p75,p75,base,0.55,36,141,518.25,890000.0,11.689740168539327,True,1
outros_compactos,Outros bairros | studio/1 quarto,7,diagnostico_p1_p99,p75,p75,otimista,0.7,36,141,518.25,890000.0,14.877851123595507,True,1
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p25,conservador,0.4,65,89,370.0,889000.0,6.0764904386951635,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p25,base,0.55,65,89,370.0,889000.0,8.355174353205848,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p25,otimista,0.7,65,89,370.0,889000.0,10.633858267716535,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,mediana,conservador,0.4,65,89,370.0,1150000.0,4.697391304347827,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,mediana,base,0.55,65,89,370.0,1150000.0,6.458913043478261,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,mediana,otimista,0.7,65,89,370.0,1150000.0,8.220434782608695,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p75,conservador,0.4,65,89,370.0,1550000.0,3.4851612903225804,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p75,base,0.55,65,89,370.0,1550000.0,4.792096774193548,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p25,p75,otimista,0.7,65,89,370.0,1550000.0,6.099032258064517,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p25,conservador,0.4,65,89,580.0,889000.0,9.525309336332958,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p25,base,0.55,65,89,580.0,889000.0,13.09730033745782,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p25,otimista,0.7,65,89,580.0,889000.0,16.669291338582678,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,mediana,conservador,0.4,65,89,580.0,1150000.0,7.363478260869565,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,mediana,base,0.55,65,89,580.0,1150000.0,10.124782608695654,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,mediana,otimista,0.7,65,89,580.0,1150000.0,12.886086956521739,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p75,conservador,0.4,65,89,580.0,1550000.0,5.4632258064516135,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p75,base,0.55,65,89,580.0,1550000.0,7.511935483870968,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,mediana,p75,otimista,0.7,65,89,580.0,1550000.0,9.560645161290322,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p25,conservador,0.4,65,89,713.0,889000.0,11.709561304836894,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p25,base,0.55,65,89,713.0,889000.0,16.10064679415073,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p25,otimista,0.7,65,89,713.0,889000.0,20.491732283464568,True,3
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,mediana,conservador,0.4,65,89,713.0,1150000.0,9.052,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,mediana,base,0.55,65,89,713.0,1150000.0,12.4465,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,mediana,otimista,0.7,65,89,713.0,1150000.0,15.841,True,2
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p75,conservador,0.4,65,89,713.0,1550000.0,6.715999999999999,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p75,base,0.55,65,89,713.0,1550000.0,9.234499999999999,True,4
centro_2q,Centro | 2 quartos,7,diagnostico_p1_p99,p75,p75,otimista,0.7,65,89,713.0,1550000.0,11.753,True,4
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p25,conservador,0.4,44,437,521.75,1750000.0,4.352885714285714,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p25,base,0.55,44,437,521.75,1750000.0,5.985217857142858,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p25,otimista,0.7,44,437,521.75,1750000.0,7.61755,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,mediana,conservador,0.4,44,437,521.75,2100000.0,3.6274047619047622,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,mediana,base,0.55,44,437,521.75,2100000.0,4.987681547619048,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,mediana,otimista,0.7,44,437,521.75,2100000.0,6.347958333333334,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p75,conservador,0.4,44,437,521.75,2790000.0,2.730304659498208,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p75,base,0.55,44,437,521.75,2790000.0,3.7541689068100363,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p25,p75,otimista,0.7,44,437,521.75,2790000.0,4.7780331541218635,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p25,conservador,0.4,44,437,770.0,1750000.0,6.424,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p25,base,0.55,44,437,770.0,1750000.0,8.833,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p25,otimista,0.7,44,437,770.0,1750000.0,11.242,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,mediana,conservador,0.4,44,437,770.0,2100000.0,5.3533333333333335,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,mediana,base,0.55,44,437,770.0,2100000.0,7.360833333333333,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,mediana,otimista,0.7,44,437,770.0,2100000.0,9.368333333333332,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p75,conservador,0.4,44,437,770.0,2790000.0,4.029390681003584,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p75,base,0.55,44,437,770.0,2790000.0,5.540412186379928,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,mediana,p75,otimista,0.7,44,437,770.0,2790000.0,7.051433691756272,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p25,conservador,0.4,44,437,850.0,1750000.0,7.091428571428571,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p25,base,0.55,44,437,850.0,1750000.0,9.750714285714286,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p25,otimista,0.7,44,437,850.0,1750000.0,12.41,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,mediana,conservador,0.4,44,437,850.0,2100000.0,5.90952380952381,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,mediana,base,0.55,44,437,850.0,2100000.0,8.125595238095238,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,mediana,otimista,0.7,44,437,850.0,2100000.0,10.341666666666667,True,6
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p75,conservador,0.4,44,437,850.0,2790000.0,4.448028673835125,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p75,base,0.55,44,437,850.0,2790000.0,6.116039426523297,True,5
centro_3q,Centro | 3 quartos,7,diagnostico_p1_p99,p75,p75,otimista,0.7,44,437,850.0,2790000.0,7.78405017921147,True,5
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p25,conservador,0.4,5,434,700.0,2800000.0,3.65,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p25,base,0.55,5,434,700.0,2800000.0,5.018750000000001,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p25,otimista,0.7,5,434,700.0,2800000.0,6.3875,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,mediana,conservador,0.4,5,434,700.0,3900000.0,2.6205128205128205,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,mediana,base,0.55,5,434,700.0,3900000.0,3.6032051282051283,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,mediana,otimista,0.7,5,434,700.0,3900000.0,4.5858974358974365,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p75,conservador,0.4,5,434,700.0,6499950.0,1.5723197870752852,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p75,base,0.55,5,434,700.0,6499950.0,2.1619397072285174,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p25,p75,otimista,0.7,5,434,700.0,6499950.0,2.751559627381749,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p25,conservador,0.4,5,434,790.0,2800000.0,4.119285714285715,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p25,base,0.55,5,434,790.0,2800000.0,5.664017857142857,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p25,otimista,0.7,5,434,790.0,2800000.0,7.20875,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,mediana,conservador,0.4,5,434,790.0,3900000.0,2.9574358974358974,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,mediana,base,0.55,5,434,790.0,3900000.0,4.066474358974359,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,mediana,otimista,0.7,5,434,790.0,3900000.0,5.175512820512821,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p75,conservador,0.4,5,434,790.0,6499950.0,1.7744751882706788,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p75,base,0.55,5,434,790.0,6499950.0,2.4399033838721835,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,mediana,p75,otimista,0.7,5,434,790.0,6499950.0,3.105331579473688,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p25,conservador,0.4,5,434,850.0,2800000.0,4.432142857142858,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p25,base,0.55,5,434,850.0,2800000.0,6.094196428571428,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p25,otimista,0.7,5,434,850.0,2800000.0,7.7562500000000005,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,mediana,conservador,0.4,5,434,850.0,3900000.0,3.182051282051282,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,mediana,base,0.55,5,434,850.0,3900000.0,4.3753205128205135,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,mediana,otimista,0.7,5,434,850.0,3900000.0,5.568589743589744,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p75,conservador,0.4,5,434,850.0,6499950.0,1.909245455734275,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p75,base,0.55,5,434,850.0,6499950.0,2.625212501634628,False,
centro_4mais,Centro | 4+ quartos,7,diagnostico_p1_p99,p75,p75,otimista,0.7,5,434,850.0,6499950.0,3.341179547534981,False,
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p25,conservador,0.4,69,2313,800.0,2665118.0,4.382545163103472,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p25,base,0.55,69,2313,800.0,2665118.0,6.025999599267275,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p25,otimista,0.7,69,2313,800.0,2665118.0,7.669454035431077,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,mediana,conservador,0.4,69,2313,800.0,3610000.0,3.2354570637119116,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,mediana,base,0.55,69,2313,800.0,3610000.0,4.448753462603878,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,mediana,otimista,0.7,69,2313,800.0,3610000.0,5.662049861495845,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p75,conservador,0.4,69,2313,800.0,5320000.0,2.1954887218045114,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p75,base,0.55,69,2313,800.0,5320000.0,3.018796992481203,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p25,p75,otimista,0.7,69,2313,800.0,5320000.0,3.8421052631578947,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p25,conservador,0.4,69,2313,900.0,2665118.0,4.9303633084914065,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p25,base,0.55,69,2313,900.0,2665118.0,6.7792495491756855,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p25,otimista,0.7,69,2313,900.0,2665118.0,8.62813578985996,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,mediana,conservador,0.4,69,2313,900.0,3610000.0,3.6398891966759,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,mediana,base,0.55,69,2313,900.0,3610000.0,5.004847645429364,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,mediana,otimista,0.7,69,2313,900.0,3610000.0,6.369806094182824,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p75,conservador,0.4,69,2313,900.0,5320000.0,2.4699248120300754,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p75,base,0.55,69,2313,900.0,5320000.0,3.396146616541354,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,mediana,p75,otimista,0.7,69,2313,900.0,5320000.0,4.322368421052631,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p25,conservador,0.4,69,2313,1500.0,2665118.0,8.21727218081901,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p25,base,0.55,69,2313,1500.0,2665118.0,11.298749248626141,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p25,otimista,0.7,69,2313,1500.0,2665118.0,14.38022631643327,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,mediana,conservador,0.4,69,2313,1500.0,3610000.0,6.066481994459834,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,mediana,base,0.55,69,2313,1500.0,3610000.0,8.341412742382271,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,mediana,otimista,0.7,69,2313,1500.0,3610000.0,10.61634349030471,True,5
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p75,conservador,0.4,69,2313,1500.0,5320000.0,4.116541353383458,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p75,base,0.55,69,2313,1500.0,5320000.0,5.660244360902256,True,6
perfil_vencedor_etapa3,Itapema | 4+ quartos e 7+ hóspedes,7,diagnostico_p1_p99,p75,p75,otimista,0.7,69,2313,1500.0,5320000.0,7.203947368421053,True,6
centro_studio,Centro | studio,14,completa,p25,p25,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,p25,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,p25,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,mediana,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,mediana,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,mediana,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,p75,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,p75,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p25,p75,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p25,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p25,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p25,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,mediana,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,mediana,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,mediana,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p75,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p75,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,mediana,p75,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p25,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p25,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p25,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,mediana,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,mediana,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,mediana,otimista,0.7,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p75,conservador,0.4,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p75,base,0.55,0,0,,,,False,
centro_studio,Centro | studio,14,completa,p75,p75,otimista,0.7,0,0,,,,False,
centro_1q,Centro | 1 quarto,14,completa,p25,p25,conservador,0.4,78,22,376.25,652500.0,8.418773946360153,True,1
centro_1q,Centro | 1 quarto,14,completa,p25,p25,base,0.55,78,22,376.25,652500.0,11.575814176245212,True,1
centro_1q,Centro | 1 quarto,14,completa,p25,p25,otimista,0.7,78,22,376.25,652500.0,14.732854406130269,True,1
centro_1q,Centro | 1 quarto,14,completa,p25,mediana,conservador,0.4,78,22,376.25,890000.0,6.172191011235955,True,3
centro_1q,Centro | 1 quarto,14,completa,p25,mediana,base,0.55,78,22,376.25,890000.0,8.486762640449438,True,3
centro_1q,Centro | 1 quarto,14,completa,p25,mediana,otimista,0.7,78,22,376.25,890000.0,10.80133426966292,True,3
centro_1q,Centro | 1 quarto,14,completa,p25,p75,conservador,0.4,78,22,376.25,980000.0,5.605357142857144,True,1
centro_1q,Centro | 1 quarto,14,completa,p25,p75,base,0.55,78,22,376.25,980000.0,7.707366071428572,True,1
centro_1q,Centro | 1 quarto,14,completa,p25,p75,otimista,0.7,78,22,376.25,980000.0,9.809375,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,p25,conservador,0.4,78,22,445.0,652500.0,9.957088122605363,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,p25,base,0.55,78,22,445.0,652500.0,13.690996168582375,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,p25,otimista,0.7,78,22,445.0,652500.0,17.424904214559387,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,mediana,conservador,0.4,78,22,445.0,890000.0,7.3,True,3
centro_1q,Centro | 1 quarto,14,completa,mediana,mediana,base,0.55,78,22,445.0,890000.0,10.037500000000001,True,3
centro_1q,Centro | 1 quarto,14,completa,mediana,mediana,otimista,0.7,78,22,445.0,890000.0,12.775,True,3
centro_1q,Centro | 1 quarto,14,completa,mediana,p75,conservador,0.4,78,22,445.0,980000.0,6.6295918367346935,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,p75,base,0.55,78,22,445.0,980000.0,9.115688775510204,True,1
centro_1q,Centro | 1 quarto,14,completa,mediana,p75,otimista,0.7,78,22,445.0,980000.0,11.601785714285715,True,1
centro_1q,Centro | 1 quarto,14,completa,p75,p25,conservador,0.4,78,22,523.999975,652500.0,11.724750398467433,True,2
centro_1q,Centro | 1 quarto,14,completa,p75,p25,base,0.55,78,22,523.999975,652500.0,16.12153179789272,True,2
centro_1q,Centro | 1 quarto,14,completa,p75,p25,otimista,0.7,78,22,523.999975,652500.0,20.518313197318005,True,2
centro_1q,Centro | 1 quarto,14,completa,p75,mediana,conservador,0.4,78,22,523.999975,890000.0,8.595954646067415,True,4
centro_1q,Centro | 1 quarto,14,completa,p75,mediana,base,0.55,78,22,523.999975,890000.0,11.819437638342697,True,4
centro_1q,Centro | 1 quarto,14,completa,p75,mediana,otimista,0.7,78,22,523.999975,890000.0,15.042920630617976,True,4
centro_1q,Centro | 1 quarto,14,completa,p75,p75,conservador,0.4,78,22,523.999975,980000.0,7.806530239795919,True,2
centro_1q,Centro | 1 quarto,14,completa,p75,p75,base,0.55,78,22,523.999975,980000.0,10.733979079719386,True,2
centro_1q,Centro | 1 quarto,14,completa,p75,p75,otimista,0.7,78,22,523.999975,980000.0,13.661427919642858,True,2
meiapraia_studio,Meia Praia | studio,14,completa,p25,p25,conservador,0.4,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,p25,base,0.55,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,p25,otimista,0.7,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,mediana,conservador,0.4,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,mediana,base,0.55,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,mediana,otimista,0.7,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,p75,conservador,0.4,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,p75,base,0.55,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p25,p75,otimista,0.7,8,0,325.6,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p25,conservador,0.4,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p25,base,0.55,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p25,otimista,0.7,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,mediana,conservador,0.4,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,mediana,base,0.55,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,mediana,otimista,0.7,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p75,conservador,0.4,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p75,base,0.55,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,mediana,p75,otimista,0.7,8,0,435.0,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p25,conservador,0.4,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p25,base,0.55,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p25,otimista,0.7,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,mediana,conservador,0.4,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,mediana,base,0.55,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,mediana,otimista,0.7,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p75,conservador,0.4,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p75,base,0.55,8,0,542.5,,,False,
meiapraia_studio,Meia Praia | studio,14,completa,p75,p75,otimista,0.7,8,0,542.5,,,False,
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p25,conservador,0.4,20,58,373.5,757000.0,7.203566710700132,True,3
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p25,base,0.55,20,58,373.5,757000.0,9.90490422721268,True,3
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p25,otimista,0.7,20,58,373.5,757000.0,12.60624174372523,True,3
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,mediana,conservador,0.4,20,58,373.5,877500.0,6.214358974358975,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,mediana,base,0.55,20,58,373.5,877500.0,8.54474358974359,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,mediana,otimista,0.7,20,58,373.5,877500.0,10.875128205128206,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p75,conservador,0.4,20,58,373.5,1003755.25,5.432698857614941,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p75,base,0.55,20,58,373.5,1003755.25,7.469960929220544,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,p25,p75,otimista,0.7,20,58,373.5,1003755.25,9.507223000826148,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,p25,conservador,0.4,20,58,441.0,757000.0,8.505416116248348,True,4
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,p25,base,0.55,20,58,441.0,757000.0,11.69494715984148,True,4
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,p25,otimista,0.7,20,58,441.0,757000.0,14.88447820343461,True,4
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,mediana,conservador,0.4,20,58,441.0,877500.0,7.337435897435897,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,mediana,base,0.55,20,58,441.0,877500.0,10.08897435897436,True,2
meiapraia_1q,Meia Praia | 1 quarto,14,completa,mediana,mediana,otimista,0.7,20,58,441.0,877500.0,12.84051282051282,True,2
