segmento,rotulo,metrica_diaria,metrica_preco,ocupacao_assumida,custo_variavel_assumido,preparacao_assumida,diaria_usada,preco_compra_usado,receita_bruta_anual,custos_variaveis_anuais,custos_fixos_anuais,potencial_liquido_anual,itbi_estimado,cartorio_estimado,preparacao_estimada,investimento_total_estimado,retorno_liquido_estimado_percentual,payback_estimado_anos,ocupacao_equilibrio_percentual
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.3,0.03,520.5,1750000.0,132987.75,39896.325,8704.0,84387.425,26250.0,9000.8,52500.0,1837750.8,4.591886179562539,21.777543277330714,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.3,0.05,520.5,1750000.0,132987.75,39896.325,8704.0,84387.425,26250.0,9000.8,87500.0,1872750.8,4.506068025708493,22.192297015817225,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.3,0.08,520.5,1750000.0,132987.75,39896.325,8704.0,84387.425,26250.0,9000.8,140000.0,1925250.8,4.383191270456815,22.81442762354699,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.4,0.03,520.5,1750000.0,132987.75,53195.100000000006,8704.0,71088.65,26250.0,9000.8,52500.0,1837750.8,3.8682420924534484,25.85153607502745,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.4,0.05,520.5,1750000.0,132987.75,53195.100000000006,8704.0,71088.65,26250.0,9000.8,87500.0,1872750.8,3.7959481848839682,26.34387908618324,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p25,0.7,0.4,0.08,520.5,1750000.0,132987.75,53195.100000000006,8704.0,71088.65,26250.0,9000.8,140000.0,1925250.8,3.69243581147973,27.082393602916923,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.2,0.03,520.5,2100000.0,75993.0,15198.6,8704.0,52090.4,31500.0,9859.91,63000.0,2204359.91,2.3630623912045285,42.31796857002442,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.2,0.05,520.5,2100000.0,75993.0,15198.6,8704.0,52090.4,31500.0,9859.91,105000.0,2246359.91,2.3188804148485715,43.12425917251547,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.2,0.08,520.5,2100000.0,75993.0,15198.6,8704.0,52090.4,31500.0,9859.91,168000.0,2309359.91,2.2556206927485807,44.333695076252056,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.3,0.03,520.5,2100000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,31500.0,9859.91,63000.0,2204359.91,2.0183228608979737,49.54608697020303,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.3,0.05,520.5,2100000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,31500.0,9859.91,105000.0,2246359.91,1.9805864501917685,50.49009599672743,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.3,0.08,520.5,2100000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,31500.0,9859.91,168000.0,2309359.91,1.9265554843722907,51.90610953651404,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.4,0.03,520.5,2100000.0,75993.0,30397.2,8704.0,36891.8,31500.0,9859.91,63000.0,2204359.91,1.673583330591419,59.75202917721553,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.4,0.05,520.5,2100000.0,75993.0,30397.2,8704.0,36891.8,31500.0,9859.91,105000.0,2246359.91,1.642292485534965,60.89049355141251,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.4,0.4,0.08,520.5,2100000.0,75993.0,30397.2,8704.0,36891.8,31500.0,9859.91,168000.0,2309359.91,1.597490275996001,62.598190112707975,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.2,0.03,520.5,2100000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,31500.0,9859.91,63000.0,2204359.91,3.3972809821241947,29.43530444675603,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.2,0.05,520.5,2100000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,31500.0,9859.91,105000.0,2246359.91,3.333762308818982,29.996139717419137,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.2,0.08,520.5,2100000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,31500.0,9859.91,168000.0,2309359.91,3.2428163178774505,30.8373926234138,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.3,0.03,520.5,2100000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,31500.0,9859.91,63000.0,2204359.91,2.923264127952681,34.208335484907195,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.3,0.05,520.5,2100000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,31500.0,9859.91,105000.0,2246359.91,2.8686081074158776,34.86011203185325,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.3,0.08,520.5,2100000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,31500.0,9859.91,168000.0,2309359.91,2.790351656360052,35.83777685227232,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.4,0.03,520.5,2100000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,31500.0,9859.91,63000.0,2204359.91,2.4492472737811677,40.82887059648297,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.4,0.05,520.5,2100000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,31500.0,9859.91,105000.0,2246359.91,2.4034539060127726,41.60678919193243,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.55,0.4,0.08,520.5,2100000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,31500.0,9859.91,168000.0,2309359.91,2.3378869948426533,42.77366708510661,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.2,0.03,520.5,2100000.0,132987.75,26597.550000000003,8704.0,97686.2,31500.0,9859.91,63000.0,2204359.91,4.431499573043859,22.56572484137985,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.2,0.05,520.5,2100000.0,132987.75,26597.550000000003,8704.0,97686.2,31500.0,9859.91,105000.0,2246359.91,4.348644202789392,22.99567298144467,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.2,0.08,520.5,2100000.0,132987.75,26597.550000000003,8704.0,97686.2,31500.0,9859.91,168000.0,2309359.91,4.230011943006319,23.640595191541898,5.726843261879384
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.3,0.03,520.5,2100000.0,132987.75,39896.325,8704.0,84387.425,31500.0,9859.91,63000.0,2204359.91,3.8282053950073878,26.12190038977964,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.3,0.05,520.5,2100000.0,132987.75,39896.325,8704.0,84387.425,31500.0,9859.91,105000.0,2246359.91,3.7566297646399858,26.61960487596345,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.3,0.08,520.5,2100000.0,132987.75,39896.325,8704.0,84387.425,31500.0,9859.91,168000.0,2309359.91,3.6541478283478126,27.36616160523917,6.544963727862154
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.4,0.03,520.5,2100000.0,132987.75,53195.100000000006,8704.0,71088.65,31500.0,9859.91,63000.0,2204359.91,3.224911216970916,31.00860559315728,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.4,0.05,520.5,2100000.0,132987.75,53195.100000000006,8704.0,71088.65,31500.0,9859.91,105000.0,2246359.91,3.1646153264905794,31.599417206544228,7.635791015839179
centro_3q,Centro | 3 quartos,p25,mediana,0.7,0.4,0.08,520.5,2100000.0,132987.75,53195.100000000006,8704.0,71088.65,31500.0,9859.91,168000.0,2309359.91,3.078283713689305,32.48563462662465,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.2,0.03,520.5,2790000.0,75993.0,15198.6,8704.0,52090.4,41850.0,11578.130000000001,83700.0,2927128.13,1.7795736191432112,56.19323579776695,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.2,0.05,520.5,2790000.0,75993.0,15198.6,8704.0,52090.4,41850.0,11578.130000000001,139500.0,2982928.13,1.74628411177979,57.264450455362216,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.2,0.08,520.5,2790000.0,75993.0,15198.6,8704.0,52090.4,41850.0,11578.130000000001,223200.0,3066628.13,1.6986213453927983,58.871272441755096,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.3,0.03,520.5,2790000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,41850.0,11578.130000000001,83700.0,2927128.13,1.51995737883876,65.79131848841678,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.3,0.05,520.5,2790000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,41850.0,11578.130000000001,139500.0,2982928.13,1.4915243700491037,67.04550190937063,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.3,0.08,520.5,2790000.0,75993.0,22797.899999999998,8704.0,44491.100000000006,41850.0,11578.130000000001,223200.0,3066628.13,1.450814970512907,68.92677704080141,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.4,0.03,520.5,2790000.0,75993.0,30397.2,8704.0,36891.8,41850.0,11578.130000000001,83700.0,2927128.13,1.2603411385343082,79.34359749320987,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.4,0.05,520.5,2790000.0,75993.0,30397.2,8704.0,36891.8,41850.0,11578.130000000001,139500.0,2982928.13,1.236764628318417,80.85612873321442,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.4,0.4,0.08,520.5,2790000.0,75993.0,30397.2,8704.0,36891.8,41850.0,11578.130000000001,223200.0,3066628.13,1.2030085956330154,83.12492559322125,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.2,0.03,520.5,2790000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,41850.0,11578.130000000001,83700.0,2927128.13,2.5584223400565667,39.086588025098706,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.2,0.05,520.5,2790000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,41850.0,11578.130000000001,139500.0,2982928.13,2.5105633369718503,39.831697741836834,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.2,0.08,520.5,2790000.0,104490.37500000001,20898.075000000004,8704.0,74888.30000000002,41850.0,11578.130000000001,223200.0,3066628.13,2.4420404700324725,40.949362316944026,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.3,0.03,520.5,2790000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,41850.0,11578.130000000001,83700.0,2927128.13,2.2014500096379455,45.42460631047724,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.3,0.05,520.5,2790000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,41850.0,11578.130000000001,139500.0,2982928.13,2.1602686920921563,46.290538008562706,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.3,0.08,520.5,2790000.0,104490.37500000001,31347.112500000003,8704.0,64439.26250000001,41850.0,11578.130000000001,223200.0,3066628.13,2.1013067045726217,47.5894355556909,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.4,0.03,520.5,2790000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,41850.0,11578.130000000001,83700.0,2927128.13,1.8444776792193245,54.21589056167111,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.4,0.05,520.5,2790000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,41850.0,11578.130000000001,139500.0,2982928.13,1.809974047212462,55.24941098133967,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.55,0.4,0.08,520.5,2790000.0,104490.37500000001,41796.15000000001,8704.0,53990.225000000006,41850.0,11578.130000000001,223200.0,3066628.13,1.7605729391127711,56.79969161084251,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.2,0.03,520.5,2790000.0,132987.75,26597.550000000003,8704.0,97686.2,41850.0,11578.130000000001,83700.0,2927128.13,3.337271060969921,29.96460226725986,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.2,0.05,520.5,2790000.0,132987.75,26597.550000000003,8704.0,97686.2,41850.0,11578.130000000001,139500.0,2982928.13,3.2748425621639097,30.535819081917406,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.2,0.08,520.5,2790000.0,132987.75,26597.550000000003,8704.0,97686.2,41850.0,11578.130000000001,223200.0,3066628.13,3.1854595946721456,31.392644303903722,5.726843261879384
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.3,0.03,520.5,2790000.0,132987.75,39896.325,8704.0,84387.425,41850.0,11578.130000000001,83700.0,2927128.13,2.8829426404371308,34.68678099847222,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.3,0.05,520.5,2790000.0,132987.75,39896.325,8704.0,84387.425,41850.0,11578.130000000001,139500.0,2982928.13,2.8290130141352083,35.34801695868786,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.3,0.08,520.5,2790000.0,132987.75,39896.325,8704.0,84387.425,41850.0,11578.130000000001,223200.0,3066628.13,2.751798438632336,36.339870899011316,6.544963727862154
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.4,0.03,520.5,2790000.0,132987.75,53195.100000000006,8704.0,71088.65,41850.0,11578.130000000001,83700.0,2927128.13,2.42861421990434,41.17574507322899,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.4,0.05,520.5,2790000.0,132987.75,53195.100000000006,8704.0,71088.65,41850.0,11578.130000000001,139500.0,2982928.13,2.3831834661065066,41.960680502443076,7.635791015839179
centro_3q,Centro | 3 quartos,p25,p75,0.7,0.4,0.08,520.5,2790000.0,132987.75,53195.100000000006,8704.0,71088.65,41850.0,11578.130000000001,223200.0,3066628.13,2.318137282592526,43.13808364626421,7.635791015839179
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.2,0.03,750.0,1750000.0,109500.0,21900.0,8704.0,78896.0,26250.0,9000.8,52500.0,1837750.8,4.2930739031646725,23.293332995335632,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.2,0.05,750.0,1750000.0,109500.0,21900.0,8704.0,78896.0,26250.0,9000.8,87500.0,1872750.8,4.212840277521174,23.736954978706144,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.2,0.08,750.0,1750000.0,109500.0,21900.0,8704.0,78896.0,26250.0,9000.8,140000.0,1925250.8,4.097959600899789,24.402387953761917,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.3,0.03,750.0,1750000.0,109500.0,32850.0,8704.0,67946.0,26250.0,9000.8,52500.0,1837750.8,3.697236861493952,27.047225738086127,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.3,0.05,750.0,1750000.0,109500.0,32850.0,8704.0,67946.0,26250.0,9000.8,87500.0,1872750.8,3.62813888532313,27.562340682306537,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.3,0.08,750.0,1750000.0,109500.0,32850.0,8704.0,67946.0,26250.0,9000.8,140000.0,1925250.8,3.529202532989468,28.335013098637155,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.4,0.03,750.0,1750000.0,109500.0,43800.0,8704.0,56996.0,26250.0,9000.8,52500.0,1837750.8,3.1013998198232318,32.2435048073549,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.4,0.05,750.0,1750000.0,109500.0,43800.0,8704.0,56996.0,26250.0,9000.8,87500.0,1872750.8,3.043437493125086,32.85758298827988,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.4,0.4,0.08,750.0,1750000.0,109500.0,43800.0,8704.0,56996.0,26250.0,9000.8,140000.0,1925250.8,2.960445465079147,33.778700259667346,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.2,0.03,750.0,1750000.0,150562.5,30112.5,8704.0,111746.0,26250.0,9000.8,52500.0,1837750.8,6.080585028176834,16.445785978916472,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.2,0.05,750.0,1750000.0,150562.5,30112.5,8704.0,111746.0,26250.0,9000.8,87500.0,1872750.8,5.966944454115305,16.758996295169403,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.2,0.08,750.0,1750000.0,150562.5,30112.5,8704.0,111746.0,26250.0,9000.8,140000.0,1925250.8,5.804230804630752,17.2288117695488,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.3,0.03,750.0,1750000.0,150562.5,45168.75,8704.0,96689.75,26250.0,9000.8,52500.0,1837750.8,5.261309095879593,19.006676509143936,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.3,0.05,750.0,1750000.0,150562.5,45168.75,8704.0,96689.75,26250.0,9000.8,87500.0,1872750.8,5.162980039842995,19.36865903573026,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.3,0.08,750.0,1750000.0,150562.5,45168.75,8704.0,96689.75,26250.0,9000.8,140000.0,1925250.8,5.022189836254061,19.911632825609747,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.4,0.03,750.0,1750000.0,150562.5,60225.0,8704.0,81633.5,26250.0,9000.8,52500.0,1837750.8,4.4420331635823525,22.512213735782492,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.4,0.05,750.0,1750000.0,150562.5,60225.0,8704.0,81633.5,26250.0,9000.8,87500.0,1872750.8,4.3590156255706844,22.940959287547393,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.55,0.4,0.08,750.0,1750000.0,150562.5,60225.0,8704.0,81633.5,26250.0,9000.8,140000.0,1925250.8,4.2401488678773696,23.584077615194744,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.2,0.03,750.0,1750000.0,191625.0,38325.0,8704.0,144596.0,26250.0,9000.8,52500.0,1837750.8,7.868096153188995,12.709554897784171,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.2,0.05,750.0,1750000.0,191625.0,38325.0,8704.0,144596.0,26250.0,9000.8,87500.0,1872750.8,7.7210486307094355,12.951608619878835,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.2,0.08,750.0,1750000.0,191625.0,38325.0,8704.0,144596.0,26250.0,9000.8,140000.0,1925250.8,7.510502008361715,13.31468920302083,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.3,0.03,750.0,1750000.0,191625.0,57487.5,8704.0,125433.5,26250.0,9000.8,52500.0,1837750.8,6.825381330265234,14.651196052091347,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.3,0.05,750.0,1750000.0,191625.0,57487.5,8704.0,125433.5,26250.0,9000.8,87500.0,1872750.8,6.6978211943628585,14.930228368019709,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.3,0.08,750.0,1750000.0,191625.0,57487.5,8704.0,125433.5,26250.0,9000.8,140000.0,1925250.8,6.515177139518653,15.34877684191225,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.4,0.03,750.0,1750000.0,191625.0,76650.0,8704.0,106271.0,26250.0,9000.8,52500.0,1837750.8,5.782666507341474,17.293060195161427,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.4,0.05,750.0,1750000.0,191625.0,76650.0,8704.0,106271.0,26250.0,9000.8,87500.0,1872750.8,5.674593758016282,17.62240686546659,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p25,0.7,0.4,0.08,750.0,1750000.0,191625.0,76650.0,8704.0,106271.0,26250.0,9000.8,140000.0,1925250.8,5.5198522706755915,18.116426870924336,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.2,0.03,750.0,2100000.0,109500.0,21900.0,8704.0,78896.0,31500.0,9859.91,63000.0,2204359.91,3.5790888612195815,27.940071866761308,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.2,0.05,750.0,2100000.0,109500.0,21900.0,8704.0,78896.0,31500.0,9859.91,105000.0,2246359.91,3.512170941476604,28.472418246805923,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.2,0.08,750.0,2100000.0,109500.0,21900.0,8704.0,78896.0,31500.0,9859.91,168000.0,2309359.91,3.416357911920277,29.27093781687285,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.3,0.03,750.0,2100000.0,109500.0,32850.0,8704.0,67946.0,31500.0,9859.91,63000.0,2204359.91,3.0823460221611447,32.44282091661025,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.3,0.05,750.0,2100000.0,109500.0,32850.0,8704.0,67946.0,31500.0,9859.91,105000.0,2246359.91,3.0247156609912964,33.06095884967474,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.3,0.08,750.0,2100000.0,109500.0,32850.0,8704.0,67946.0,31500.0,9859.91,168000.0,2309359.91,2.942200551147525,33.98816574927148,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.4,0.03,750.0,2100000.0,109500.0,43800.0,8704.0,56996.0,31500.0,9859.91,63000.0,2204359.91,2.585603183102708,38.6756949610499,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.4,0.05,750.0,2100000.0,109500.0,43800.0,8704.0,56996.0,31500.0,9859.91,105000.0,2246359.91,2.5372603805059892,39.41258877815987,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.4,0.4,0.08,750.0,2100000.0,109500.0,43800.0,8704.0,56996.0,31500.0,9859.91,168000.0,2309359.91,2.4680431903747735,40.51792950382483,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.2,0.03,750.0,2100000.0,150562.5,30112.5,8704.0,111746.0,31500.0,9859.91,63000.0,2204359.91,5.069317378394891,19.726521844182344,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.2,0.05,750.0,2100000.0,150562.5,30112.5,8704.0,111746.0,31500.0,9859.91,105000.0,2246359.91,4.974536782932526,20.10237422368586,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.2,0.08,750.0,2100000.0,150562.5,30112.5,8704.0,111746.0,31500.0,9859.91,168000.0,2309359.91,4.838829994238533,20.666152792941137,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.3,0.03,750.0,2100000.0,150562.5,45168.75,8704.0,96689.75,31500.0,9859.91,63000.0,2204359.91,4.386295974689541,22.79827913506861,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.3,0.05,750.0,2100000.0,150562.5,45168.75,8704.0,96689.75,31500.0,9859.91,105000.0,2246359.91,4.304285772265229,23.2326581669722,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.3,0.08,750.0,2100000.0,150562.5,45168.75,8704.0,96689.75,31500.0,9859.91,168000.0,2309359.91,4.1868636231759995,23.88422671482758,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.4,0.03,750.0,2100000.0,150562.5,60225.0,8704.0,81633.5,31500.0,9859.91,63000.0,2204359.91,3.7032745709841906,27.003128740039323,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.4,0.05,750.0,2100000.0,150562.5,60225.0,8704.0,81633.5,31500.0,9859.91,105000.0,2246359.91,3.634034761597931,27.517623402157206,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.55,0.4,0.08,750.0,2100000.0,150562.5,60225.0,8704.0,81633.5,31500.0,9859.91,168000.0,2309359.91,3.5348972521134656,28.289365395334027,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.2,0.03,750.0,2100000.0,191625.0,38325.0,8704.0,144596.0,31500.0,9859.91,63000.0,2204359.91,6.559545895570201,15.244957744335943,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.2,0.05,750.0,2100000.0,191625.0,38325.0,8704.0,144596.0,31500.0,9859.91,105000.0,2246359.91,6.436902624388449,15.535422210849541,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.2,0.08,750.0,2100000.0,191625.0,38325.0,8704.0,144596.0,31500.0,9859.91,168000.0,2309359.91,6.261302076556789,15.971118910619936,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.3,0.03,750.0,2100000.0,191625.0,57487.5,8704.0,125433.5,31500.0,9859.91,63000.0,2204359.91,5.690245927217937,17.573932880769494,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.3,0.05,750.0,2100000.0,191625.0,57487.5,8704.0,125433.5,31500.0,9859.91,105000.0,2246359.91,5.583855883539161,17.908771659883524,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.3,0.08,750.0,2100000.0,191625.0,57487.5,8704.0,125433.5,31500.0,9859.91,168000.0,2309359.91,5.4315266952044725,18.411029828554575,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.4,0.03,750.0,2100000.0,191625.0,76650.0,8704.0,106271.0,31500.0,9859.91,63000.0,2204359.91,4.820945958865673,20.742817043219695,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.4,0.05,750.0,2100000.0,191625.0,76650.0,8704.0,106271.0,31500.0,9859.91,105000.0,2246359.91,4.730809142689873,21.13803304758589,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,mediana,0.7,0.4,0.08,750.0,2100000.0,191625.0,76650.0,8704.0,106271.0,31500.0,9859.91,168000.0,2309359.91,4.601751313852157,21.730857054135186,5.299238964992389
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.2,0.03,750.0,2790000.0,109500.0,21900.0,8704.0,78896.0,41850.0,11578.130000000001,83700.0,2927128.13,2.695338109439029,37.10109676029203,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.2,0.05,750.0,2790000.0,109500.0,21900.0,8704.0,78896.0,41850.0,11578.130000000001,139500.0,2982928.13,2.6449178981727597,37.80835695092273,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.2,0.08,750.0,2790000.0,109500.0,21900.0,8704.0,78896.0,41850.0,11578.130000000001,223200.0,3066628.13,2.5727279818567372,38.86924723686879,3.974429223744292
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.3,0.03,750.0,2790000.0,109500.0,32850.0,8704.0,67946.0,41850.0,11578.130000000001,83700.0,2927128.13,2.3212513078476,43.080212668884116,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.3,0.05,750.0,2790000.0,109500.0,32850.0,8704.0,67946.0,41850.0,11578.130000000001,139500.0,2982928.13,2.2778289331429518,43.90145306566979,4.542204827136334
centro_3q,Centro | 3 quartos,mediana,p75,0.4,0.3,0.08,750.0,2790000.0,109500.0,32850.0,8704.0,67946.0,41850.0,11578.130000000001,223200.0,3066628.13,2.2156582774188536,45.133313660848316,4.542204827136334
